序號,是否離職,年齡,性別,婚姻狀態,是否有大學學歷,是否有碩士學歷,是否有博士學歷,最高學歷學校等級,外部經歷總公司數,外部經歷總年資,集團年資,公司年資,一級主管序號,是否為主管,廣義管理幅度,狹義管理幅度,職位層級,是否為STEM人才,是否有兼職,距上次升遷時長,單位,單位層級,單位_第一層,單位_第二層,單位_第三層,個性分群,職能強項,職能弱項,職能驚喜,職能盲點,績效,是否為關鍵人才
1348,0,24,女性,未婚,YES,NO,NO,其他,0,0,0.65456621,0.65456621,227,FALSE,0,0,一般專業人員,FALSE,FALSE,,06C0000,處,06C0000,,,,,,,,,
1349,0,21,男性,未婚,NO,NO,NO,其他,3,0.833333333,0.65456621,0.65456621,233,FALSE,0,0,一般專業人員,FALSE,FALSE,,06C0000,處,06C0000,,,,,,,,,
1350,1,21,女性,未婚,,,,,0,0,0.024657534,0.024657534,591,FALSE,0,0,一般專業人員,FALSE,FALSE,,06C0000,處,06C0000,,,,,,,,,
1351,0,21,男性,未婚,,,,,0,0,0.65456621,0.65456621,92,FALSE,0,0,一般專業人員,FALSE,FALSE,,06C0000,處,06C0000,,,,,,,,,
1352,0,21,男性,未婚,,,,,0,0,0.65456621,0.65456621,92,FALSE,0,0,一般專業人員,FALSE,FALSE,,06C0000,處,06C0000,,,外向開放型,工作管理,,敏捷力,學習力,4,FALSE
1353,0,30,女性,未婚,YES,YES,NO,一級,3,3.666666667,0.65456621,0.65456621,241,FALSE,0,0,基層/專案主管,FALSE,FALSE,1.3,03C2200,科,03C0000,03C2000,03C2200,,,,,,,
1354,0,28,男性,未婚,YES,YES,NO,一級,1,3.083333333,0.62716895,0.62716895,518,FALSE,0,0,一般專業人員,FALSE,FALSE,1,0BC0000,處,0BC0000,,,,,,,,5.3,TRUE
1355,0,25,女性,未婚,YES,YES,NO,二級,0,0,0.65456621,0.65456621,1538,TRUE,17,17,中階/專案主管,FALSE,TRUE,3.9,0BC0000,處,0BC0000,,,樂觀關係型,,,,,6,TRUE
1356,0,23,女性,未婚,YES,NO,NO,其他,2,0.833333333,0.571232877,0.546575342,1529,FALSE,0,0,一般專業人員,FALSE,FALSE,,0BC0000,處,0BC0000,,,,,敏捷力,,學習力,,
1357,0,24,女性,未婚,YES,NO,NO,其他,6,3.166666667,0.599771689,0.441324201,1552,FALSE,0,0,一般專業人員,FALSE,FALSE,4.3,0BC0000,處,0BC0000,,,,,,,,4,FALSE
1358,0,27,男性,未婚,YES,NO,NO,二級,1,1.416666667,0.635388128,0.635388128,1013,FALSE,0,0,行政人員,FALSE,FALSE,,03C2200,科,03C0000,03C2000,03C2200,,,,,,,
1359,0,32,女性,未婚,YES,NO,NO,其他,2,3.833333333,0.638127854,0.638127854,1556,FALSE,0,0,中階/專案主管,FALSE,FALSE,,0BC0000,處,0BC0000,,,,,,,,4.5,FALSE
1360,0,25,女性,,YES,NO,NO,其他,2,1,0.638127854,0.638127854,519,FALSE,0,0,資深專業人員,FALSE,FALSE,,0BC0000,處,0BC0000,,,,,,,,,
1361,0,30,男性,未婚,YES,YES,NO,二級,1,2.916666667,0.62716895,0.62716895,830,FALSE,0,0,資深專業人員,FALSE,FALSE,3.9,0BC0000,處,0BC0000,,,,,,,,,
1362,1,26,男性,未婚,YES,NO,NO,其他,1,0.166666667,0.105251142,0.105251142,1538,FALSE,0,0,基層/專案主管,FALSE,FALSE,2,0BC0000,處,0BC0000,,,,,指導與發展人才 敏捷力,,,5,TRUE
1363,1,29,女性,未婚,YES,NO,NO,一級,3,2.916666667,0.271917808,0.271917808,430,FALSE,0,0,基層/專案主管,FALSE,FALSE,0.6,0BC0000,處,0BC0000,,,,,,,,,
1364,0,24,女性,未婚,,,,,6,2.333333333,0.560273973,0.560273973,1552,FALSE,0,0,資深專業人員,FALSE,FALSE,1.9,0BC0000,處,0BC0000,,,外向開放型,,,,,,
1366,0,23,女性,未婚,YES,NO,NO,二級,2,0.333333333,0.576712329,0.576712329,1538,FALSE,0,0,資深專業人員,FALSE,FALSE,0.1,0BC0000,處,0BC0000,,,,,,,,,
1367,0,23,男性,未婚,YES,NO,NO,其他,1,0.083333333,0.579452055,0.579452055,951,FALSE,0,0,基層/專案主管,TRUE,FALSE,2.9,07C0000,處,07C0000,,,,建立成功團隊,學習力,,,4,FALSE
1368,0,60,男性,已婚,YES,YES,NO,其他,7,33.41666667,0.54109589,0.54109589,45,FALSE,0,0,一般專業人員,TRUE,FALSE,4.4,07C0000,處,07C0000,,,,,,,,,
1369,0,34,女性,已婚,YES,NO,NO,其他,3,4.75,0.502739726,0.502739726,1587,FALSE,0,0,基層/專案主管,TRUE,FALSE,,0DC3800,科,0DC0000,0DC3000,0DC3800,外向開放型,,指導與發展人才,,,3,FALSE
1370,0,25,男性,未婚,YES,NO,NO,二級,1,0.666666667,0.521917808,0.521917808,561,FALSE,0,0,一般專業人員,TRUE,TRUE,0.9,0DC3500,科,0DC0000,0DC3000,0DC3500,保守穩定型,,敏捷力,促進團隊成功,,4.8,TRUE
1371,1,35,女性,已婚,YES,NO,NO,其他,1,12.58333333,0.185844749,0.185844749,951,FALSE,0,0,資深專業人員,TRUE,TRUE,0.9,0DC3500,科,0DC0000,0DC3000,0DC3500,外向開放型,計劃與組織能力,,對話力,,4.2,FALSE
1372,1,27,男性,未婚,YES,YES,NO,一級,0,0,0.010958904,0.010958904,1580,FALSE,0,0,一般專業人員,TRUE,TRUE,1.9,0DC3500,科,0DC0000,0DC3000,0DC3500,保守穩定型,,促進團隊成功,,,3.9,FALSE
1373,1,24,男性,未婚,YES,NO,NO,一級,0,0,0.326712329,0.326712329,1532,FALSE,0,0,一般專業人員,TRUE,TRUE,1.9,0DC3500,科,0DC0000,0DC3000,0DC3500,保守穩定型,,敏捷力,,,4.2,FALSE
1374,0,30,男性,未婚,YES,YES,NO,二級,2,3.833333333,0.485159817,0.485159817,851,FALSE,0,0,資深專業人員,TRUE,FALSE,,0DC3800,科,0DC0000,0DC3000,0DC3800,保守穩定型,敏捷力,,,,5.5,TRUE
1375,0,31,男性,未婚,YES,NO,NO,二級,2,6.75,0.524657534,0.524657534,1556,FALSE,0,0,資深專業人員,TRUE,FALSE,,0DC3800,科,0DC0000,0DC3000,0DC3800,,計劃與組織能力,,促進團隊成功,,3.3,FALSE
1376,0,26,女性,未婚,YES,NO,NO,二級,1,0.5,0.502739726,0.502739726,1013,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC3500,科,0DC0000,0DC3000,0DC3500,正向領導型,對話力,,,,4.4,FALSE
1377,0,23,男性,未婚,,,,,0,0,0.505479452,0.505479452,1532,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC3500,科,0DC0000,0DC3000,0DC3500,正向領導型,促進團隊成功,,學習力,,5.6,TRUE
1378,0,25,女性,未婚,YES,YES,NO,一級,4,1.75,0.485159817,0.485159817,851,FALSE,0,0,資深專業人員,TRUE,FALSE,,0DC3800,科,0DC0000,0DC3000,0DC3800,正向領導型,對話力,敏捷力,,,5,TRUE
1379,0,38,女性,已婚,YES,YES,NO,一級,2,14.58333333,0.446803653,0.446803653,233,FALSE,0,0,資深專業人員,TRUE,FALSE,,0DC3500,科,0DC0000,0DC3000,0DC3500,樂觀關係型,,,,,4.6,TRUE
1380,0,29,女性,未婚,YES,YES,NO,其他,1,1.916666667,0.485159817,0.485159817,194,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC3500,科,0DC0000,0DC3000,0DC3500,正向領導型,,,,,4.2,TRUE
1381,0,29,男性,未婚,YES,YES,NO,二級,2,4.833333333,0.446803653,0.446803653,1583,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC3500,科,0DC0000,0DC3000,0DC3500,樂觀關係型,工作管理,對話力,,,3,FALSE
1382,1,37,男性,已婚,YES,YES,NO,一級,1,11.08333333,0.121689498,0.121689498,92,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC3500,科,0DC0000,0DC3000,0DC3500,保守穩定型,,對話力,,,3,FALSE
1383,0,27,女性,未婚,YES,NO,NO,二級,2,3.583333333,0.446803653,0.446803653,1583,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC3800,科,0DC0000,0DC3000,0DC3800,正向領導型,,問題分析與解決,工作管理,,4,FALSE
1384,0,35,男性,已婚,YES,YES,NO,其他,4,7,0.427625571,0.427625571,1562,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC3800,科,0DC0000,0DC3000,0DC3800,外向開放型,學習力,,,對話力,3,FALSE
1385,0,24,女性,未婚,YES,YES,NO,其他,1,1,0.446803653,0.446803653,194,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC3500,科,0DC0000,0DC3000,0DC3500,正向領導型,,,,,4,FALSE
1386,0,34,女性,已婚,YES,YES,NO,一級,4,7.5,0.446803653,0.446803653,83,FALSE,0,0,資深專業人員,TRUE,FALSE,,0DC3800,科,0DC0000,0DC3000,0DC3800,樂觀關係型,促進團隊成功,,,,3,FALSE
1387,1,31,女性,未婚,YES,NO,NO,其他,4,2.916666667,0.079452055,0.079452055,691,FALSE,0,0,資深專業人員,TRUE,FALSE,,0DC3800,科,0DC0000,0DC3000,0DC3800,正向領導型,學習力,指導 對話力,,,4,FALSE
1388,0,23,男性,未婚,YES,NO,NO,其他,2,0.166666667,0.441324201,0.441324201,895,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC3500,科,0DC0000,0DC3000,0DC3500,外向開放型,,對話力,,,3,FALSE
1389,0,25,女性,未婚,YES,YES,NO,一級,1,0.416666667,0.407305936,0.407305936,1580,FALSE,0,0,資深專業人員,TRUE,FALSE,,0DC3500,科,0DC0000,0DC3000,0DC3500,樂觀關係型,,,,,,
1390,0,28,女性,未婚,YES,YES,NO,一級,1,2,0.407305936,0.407305936,1538,FALSE,0,0,行政人員,FALSE,FALSE,,09C0000,處,09C0000,,,,,,,,4.3,FALSE
1391,1,29,女性,未婚,YES,YES,NO,其他,1,0.5,0.27739726,0.27739726,1562,FALSE,0,0,一般專業人員,FALSE,FALSE,,09C0000,處,09C0000,,,,,,,,,
1392,0,29,男性,,YES,YES,NO,一級,1,3.25,0.368949772,0.368949772,1584,FALSE,0,0,一般專業人員,FALSE,FALSE,,09C0000,處,09C0000,,,,,,,,,
1393,0,26,女性,未婚,YES,NO,NO,一級,2,2.5,0.368949772,0.368949772,1577,FALSE,0,0,基層/專案主管,FALSE,FALSE,,0BC0000,處,0BC0000,,,,培養人際網絡 學習力,促進變革與創新,,,5.2,TRUE
1394,0,26,男性,未婚,YES,YES,NO,一級,0,0,0.368949772,0.368949772,1455,FALSE,0,0,基層/專案主管,FALSE,FALSE,,0BC0000,處,0BC0000,,,,,,,,,
1395,0,36,男性,未婚,YES,YES,NO,一級,4,6.916666667,0.313013699,0.313013699,92,FALSE,0,0,一般專業人員,FALSE,FALSE,,0BC0000,處,0BC0000,,,,,,,,4.5,FALSE
1396,0,36,女性,已婚,YES,NO,NO,其他,2,9.333333333,0.313013699,0.313013699,92,FALSE,0,0,一般專業人員,TRUE,FALSE,,0AC3500,科,0AC0000,0AC3000,0AC3500,,,,,,,
1397,0,26,女性,,YES,YES,NO,其他,1,1.916666667,0.332191781,0.332191781,1566,FALSE,0,0,行政人員,FALSE,FALSE,,03C2100,科,03C0000,03C2000,03C2100,,,,,,4,FALSE
1398,0,30,男性,未婚,YES,YES,NO,一級,1,3.25,0.332191781,0.332191781,901,FALSE,0,0,一般專業人員,FALSE,FALSE,,03C2100,科,03C0000,03C2000,03C2100,,,,,,,
1399,0,25,女性,,YES,NO,NO,其他,0,0,0.332191781,0.332191781,1534,FALSE,0,0,一般專業人員,FALSE,FALSE,,03C2100,科,03C0000,03C2000,03C2100,,,,,,,
1400,0,27,女性,未婚,YES,NO,NO,其他,0,0,0.326712329,0.326712329,1534,FALSE,0,0,一般專業人員,FALSE,FALSE,,03C2100,科,03C0000,03C2000,03C2100,,,,,,,
1401,0,36,女性,未婚,YES,NO,NO,其他,3,7.333333333,0.313013699,0.313013699,895,FALSE,0,0,一般專業人員,FALSE,FALSE,,03C2100,科,03C0000,03C2000,03C2100,,,,,,,
1402,0,26,女性,未婚,YES,YES,NO,一級,1,0.5,0.293835616,0.293835616,851,FALSE,0,0,一般專業人員,FALSE,FALSE,,03C2100,科,03C0000,03C2000,03C2100,,,,,,,
1403,0,24,男性,,YES,NO,NO,其他,0,0,0.196803653,0.196803653,518,FALSE,0,0,基層/專案主管,TRUE,FALSE,,0DC6200,科,0DC0000,0DC6000,0DC6200,樂觀關係型,,,,計劃與組織能力 敏捷力,4,FALSE
1404,0,33,女性,,YES,NO,NO,其他,3,7.333333333,0.177625571,0.177625571,203,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC3200,科,0DC0000,0DC3000,0DC3200,保守穩定型,,,,,,
1405,0,34,男性,,YES,YES,NO,一級,2,6,0.196803653,0.196803653,360,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC3200,科,0DC0000,0DC3000,0DC3200,保守穩定型,,,,,,
1406,0,32,男性,未婚,NO,YES,NO,二級,1,4,0.121689498,0.121689498,830,FALSE,0,0,一般專業人員,TRUE,FALSE,0.8,0DC3200,科,0DC0000,0DC3000,0DC3200,保守穩定型,,,,,,
1407,0,32,男性,未婚,YES,NO,NO,一級,3,5.083333333,0.14086758,0.14086758,1584,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC3200,科,0DC0000,0DC3000,0DC3200,保守穩定型,,,,,,
1408,0,21,男性,未婚,,,,,0,0,0.14086758,0.14086758,92,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC3200,科,0DC0000,0DC3000,0DC3200,外向開放型,,學習力,促進團隊成功,,3.6,FALSE
1409,0,31,男性,未婚,YES,YES,NO,二級,1,6.166666667,0.065753425,0.065753425,1583,FALSE,0,0,資深專業人員,TRUE,FALSE,,0DC3200,科,0DC0000,0DC3000,0DC3200,保守穩定型,,,,學習力,,
1410,0,42,男性,未婚,YES,NO,NO,其他,1,2.333333333,0.121689498,0.121689498,1582,FALSE,0,0,資深專業人員,TRUE,FALSE,0.9,0DC6200,科,0DC0000,0DC6000,0DC6200,正向領導型,學習力,對話力,,,5,TRUE
1411,0,24,男性,,YES,NO,NO,其他,2,1.083333333,0.102511416,0.102511416,1584,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC3200,科,0DC0000,0DC3000,0DC3200,,,,,,,
1412,0,22,女性,,YES,NO,NO,一級,2,1.25,0.102511416,0.102511416,1013,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC3200,科,0DC0000,0DC3000,0DC3200,正向領導型,,學習力,,,4,FALSE
1413,0,22,女性,未婚,YES,NO,NO,一級,2,0.583333333,0.097031963,0.097031963,1013,FALSE,0,0,資深專業人員,TRUE,TRUE,,0DC6200,科,0DC0000,0DC6000,0DC6200,正向領導型,,,學習力,,5.5,TRUE
1414,0,24,男性,未婚,YES,YES,NO,二級,0,0,0.083333333,0.083333333,1580,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC3200,科,0DC0000,0DC3000,0DC3200,樂觀關係型,學習力,,,,4,FALSE
1415,0,28,女性,,YES,YES,NO,其他,1,3.333333333,0.083333333,0.083333333,74,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC6200,科,0DC0000,0DC6000,0DC6200,正向領導型,,,工作管理,,4.6,TRUE
1416,0,21,男性,未婚,,,,,0,0,0.024657534,0.024657534,227,FALSE,0,0,資深專業人員,TRUE,FALSE,0.1,0DC6200,科,0DC0000,0DC6000,0DC6200,正向領導型,促進團隊成功 計劃與組織能力,指導 對話力,,,5.8,TRUE
1417,0,27,男性,未婚,YES,NO,NO,其他,2,3.416666667,0.02739726,0.02739726,241,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC3200,科,0DC0000,0DC3000,0DC3200,保守穩定型,,,,,,
1418,0,21,女性,,,,,,0,0,0.035616438,0.035616438,1534,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC3200,科,0DC0000,0DC3000,0DC3200,樂觀關係型,,,學習力,,3.9,FALSE
1419,0,25,女性,,YES,NO,NO,一級,0,0,0.035616438,0.035616438,1534,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC3200,科,0DC0000,0DC3000,0DC3200,正向領導型,,,,,4,FALSE
1420,0,23,女性,,YES,YES,NO,一級,0,0,0.035616438,0.035616438,1534,FALSE,0,0,資深專業人員,TRUE,FALSE,,0DC3200,科,0DC0000,0DC3000,0DC3200,樂觀關係型,,,,,,
1421,0,23,女性,,YES,NO,NO,一級,0,0,0.02739726,0.02739726,851,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC6200,科,0DC0000,0DC6000,0DC6200,正向領導型,促進團隊成功 對話力,,,,4,FALSE
1422,0,25,男性,,NO,YES,NO,一級,0,0,0.02739726,0.02739726,851,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC3200,科,0DC0000,0DC3000,0DC3200,樂觀關係型,,,,,,
1423,0,23,男性,,YES,NO,NO,一級,0,0,0.035616438,0.035616438,203,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC6200,科,0DC0000,0DC6000,0DC6200,正向領導型,,敏捷力,,,3,FALSE
1424,0,24,男性,,YES,NO,NO,一級,0,0,0.035616438,0.035616438,1556,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC6200,科,0DC0000,0DC6000,0DC6200,樂觀關係型,敏捷力,,,,4.6,TRUE
1425,0,24,男性,,YES,NO,NO,其他,0,0,0.035616438,0.035616438,1555,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC6200,科,0DC0000,0DC6000,0DC6200,保守穩定型,促進團隊成功,,學習力,,4,FALSE
1426,0,28,女性,,YES,NO,NO,其他,2,3.75,0.035616438,0.035616438,1555,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC6200,科,0DC0000,0DC6000,0DC6200,樂觀關係型,,問題分析與解決,,,5,TRUE
1427,0,22,男性,,,,,,1,1.333333333,0.035616438,0.035616438,1555,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC6200,科,0DC0000,0DC6000,0DC6200,正向領導型,,,,,4,FALSE
1428,0,23,女性,,,,,,0,0,0.035616438,0.035616438,1555,FALSE,0,0,資深專業人員,TRUE,FALSE,,0DC6200,科,0DC0000,0DC6000,0DC6200,外向開放型,,,,,,
1429,0,24,女性,,YES,NO,NO,一級,0,0,0.035616438,0.035616438,749,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC6200,科,0DC0000,0DC6000,0DC6200,正向領導型,,,,,4,FALSE
1430,0,24,男性,,YES,NO,NO,其他,0,0,0.035616438,0.035616438,749,FALSE,0,0,資深專業人員,TRUE,FALSE,,0DC6200,科,0DC0000,0DC6000,0DC6200,保守穩定型,,對話力,,,4,FALSE
1431,0,22,男性,,,,,,0,0,0.035616438,0.035616438,749,FALSE,0,0,資深專業人員,TRUE,FALSE,,0DC6200,科,0DC0000,0DC6000,0DC6200,外向開放型,,,,,4,FALSE
1432,0,41,女性,已婚,YES,YES,NO,一級,4,11.75,0.008219178,0.008219178,1534,FALSE,0,0,資深專業人員,TRUE,FALSE,,0DC6200,科,0DC0000,0DC6000,0DC6200,保守穩定型,,,,,,
1433,1,22,男性,未婚,,,,,0,0,0.293835616,0.293835616,1580,FALSE,0,0,一般專業人員,TRUE,FALSE,,0AC3500,科,0AC0000,0AC3000,0AC3500,,,,,,,
1434,0,22,女性,未婚,,,,,0,0,0.065753425,0.065753425,536,FALSE,0,0,資深專業人員,TRUE,FALSE,,0AC3500,科,0AC0000,0AC3000,0AC3500,,,,,,,
1435,1,24,女性,未婚,YES,NO,NO,一級,0,0,0.29109589,0.29109589,1556,FALSE,0,0,一般專業人員,TRUE,FALSE,,0AC3500,科,0AC0000,0AC3000,0AC3500,,,,,,,
1436,1,22,女性,未婚,,,,,0,0,0.849771689,0.849771689,1532,FALSE,0,0,一般專業人員,TRUE,FALSE,0.5,0DC1300,科,0DC0000,0DC1000,0DC1300,,,,學習力,,,
1437,0,29,男性,未婚,YES,NO,NO,一級,3,2.829908676,2.899086758,2.899086758,1537,TRUE,2,0,基層/專案主管,TRUE,FALSE,,0AC3500,科,0AC0000,0AC3000,0AC3500,,,,,,,
1438,1,25,女性,,,,,,0,0,0.479680365,0.479680365,1532,FALSE,0,0,一般專業人員,TRUE,FALSE,,0AC3500,科,0AC0000,0AC3000,0AC3500,,,計劃與組織能力,,,5,TRUE
1439,1,43,女性,已婚,YES,YES,YES,一級,0,0,0.293835616,0.293835616,1551,FALSE,0,0,一般專業人員,TRUE,FALSE,1,0DC1300,科,0DC0000,0DC1000,0DC1300,正向領導型,,,,,,
1440,1,23,男性,未婚,YES,NO,NO,二級,0,0,0.185844749,0.185844749,536,FALSE,0,0,資深專業人員,TRUE,FALSE,1.2,0AC3500,科,0AC0000,0AC3000,0AC3500,,,,,,,
1441,1,22,女性,未婚,YES,NO,NO,其他,1,1.960502283,0.304794521,0.304794521,691,FALSE,0,0,一般專業人員,TRUE,FALSE,,0AC3500,科,0AC0000,0AC3000,0AC3500,,,,,,,
1442,0,47,男性,已婚,YES,YES,NO,其他,6,20.21598174,2.821232877,2.821232877,1580,FALSE,0,0,一般專業人員,TRUE,TRUE,1.1,0DC1300,科,0DC0000,0DC1000,0DC1300,保守穩定型,促進團隊成功,,,,,
1443,0,27,男性,未婚,YES,YES,NO,其他,0,0,2.821232877,2.821232877,749,FALSE,0,0,一般專業人員,TRUE,FALSE,,0AC3500,科,0AC0000,0AC3000,0AC3500,,,,,,,
1444,0,32,女性,已婚,YES,NO,NO,其他,3,9.941324201,2.724200913,2.699543379,1529,FALSE,0,0,基層/專案主管,TRUE,FALSE,,0DC1300,科,0DC0000,0DC1000,0DC1300,樂觀關係型,對話力,,,,,
1445,0,36,男性,已婚,YES,YES,NO,其他,5,7.035616438,1.79109589,1.79109589,749,FALSE,0,0,一般專業人員,TRUE,FALSE,,0AC3500,科,0AC0000,0AC3000,0AC3500,,,,,,,
1446,0,33,女性,未婚,YES,NO,NO,其他,5,7.75,2.766438356,2.766438356,360,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC1300,科,0DC0000,0DC1000,0DC1300,,,計劃與組織能力,學習力,指導,4.3,FALSE
1447,1,30,女性,未婚,YES,NO,NO,其他,1,6.916666667,0.688584475,0.688584475,778,FALSE,0,0,資深專業人員,TRUE,FALSE,,0AC3500,科,0AC0000,0AC3000,0AC3500,,,,,,,
1448,1,37,女性,已婚,YES,NO,NO,其他,6,11.89063927,1.169406393,1.169406393,1532,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC1300,科,0DC0000,0DC1000,0DC1300,外向開放型,,,,,,
1449,0,31,男性,已婚,YES,YES,NO,二級,1,3.748858447,2.743378995,2.743378995,749,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC1300,科,0DC0000,0DC1000,0DC1300,,,,,,,
1450,1,30,男性,未婚,YES,NO,NO,其他,2,4.826712329,0.665525114,0.665525114,1582,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC1300,科,0DC0000,0DC1000,0DC1300,外向開放型,,,,,,
1451,1,27,男性,未婚,YES,YES,NO,一級,1,2.915525114,0.52739726,0.52739726,536,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC1300,科,0DC0000,0DC1000,0DC1300,,,,,,,
1452,1,28,男性,未婚,YES,YES,NO,一級,1,0.643607306,0.5,0.5,567,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC1300,科,0DC0000,0DC1000,0DC1300,,,,,,,
1453,0,57,男性,已婚,YES,YES,NO,一級,0,0,33.46598174,2.871689498,1533,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC1300,科,0DC0000,0DC1000,0DC1300,保守穩定型,,,,對話力,,
1455,0,48,男性,已婚,YES,YES,NO,二級,5,13.15936073,9.382648402,4.39086758,179,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC1300,科,0DC0000,0DC1000,0DC1300,保守穩定型,,,,,,
1457,0,54,男性,,,,,,0,0,25.98789954,8.310273973,1574,FALSE,0,0,資深專業人員,TRUE,FALSE,,0DC1300,科,0DC0000,0DC1000,0DC1300,,對話力,,,,,
1458,0,47,男性,已婚,YES,YES,NO,其他,0,0,20.64634703,13.43310502,1523,FALSE,0,0,資深專業人員,TRUE,FALSE,,0DC1300,科,0DC0000,0DC1000,0DC1300,正向領導型,,持續改善,,,,
1465,0,36,女性,已婚,YES,YES,NO,其他,4,10.4413242,4.508219178,0.288356164,681,FALSE,0,0,資深專業人員,TRUE,TRUE,0.9,0DC2200,科,0DC0000,0DC2000,0DC2200,保守穩定型,指導,,,,5,TRUE
1469,0,28,女性,未婚,YES,NO,NO,其他,5,5.25,2.557534247,0.638127854,681,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC2200,科,0DC0000,0DC2000,0DC2200,保守穩定型,敏捷力 學習力,,,,,
1470,0,34,女性,未婚,YES,YES,NO,其他,3,9.75,1.638127854,0.638127854,681,FALSE,0,0,一般專業人員,TRUE,TRUE,1,0DC2200,科,0DC0000,0DC2000,0DC2200,樂觀關係型,,,,,,
1474,1,29,男性,未婚,YES,NO,NO,二級,3,3.476940639,1.024657534,1.024657534,83,FALSE,0,0,一般專業人員,TRUE,FALSE,1.4,0DC2200,科,0DC0000,0DC2000,0DC2200,保守穩定型,對話力,敏捷力,工作管理,,4.3,FALSE
1475,0,28,男性,未婚,YES,NO,NO,其他,2,0.916666667,2.705022831,2.705022831,194,FALSE,0,0,一般專業人員,TRUE,FALSE,2.1,0DC2200,科,0DC0000,0DC2000,0DC2200,保守穩定型,敏捷力 學習力,工作管理,,,4.7,TRUE
1477,1,29,女性,未婚,YES,NO,NO,一級,2,4.365068493,1.677625571,1.677625571,203,FALSE,0,0,一般專業人員,TRUE,FALSE,0.9,0DC2200,科,0DC0000,0DC2000,0DC2200,保守穩定型,學習力,,,工作管理,5.3,TRUE
1478,1,32,女性,已婚,YES,NO,NO,二級,4,10.69063927,0.215981735,0.215981735,778,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC2200,科,0DC0000,0DC2000,0DC2200,樂觀關係型,,對話力,,,4.5,TRUE
1479,1,41,男性,已婚,YES,YES,NO,一級,4,13.66666667,0.924885845,0.924885845,1543,FALSE,0,0,資深專業人員,TRUE,FALSE,,0DC2200,科,0DC0000,0DC2000,0DC2200,保守穩定型,學習力,,持續改善,敏捷力,,
1480,1,36,女性,未婚,,,,,0,0,2.15456621,2.15456621,1552,FALSE,0,0,資深專業人員,TRUE,FALSE,,0DC2200,科,0DC0000,0DC2000,0DC2200,外向開放型,,,,,4.8,TRUE
1481,0,29,女性,未婚,,,,,2,2.083333333,2.649086758,2.649086758,1552,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC2200,科,0DC0000,0DC2000,0DC2200,保守穩定型,,,學習力,,4,FALSE
1482,0,35,男性,已婚,,,,,0,0,0.323972603,0.240639269,1588,FALSE,0,0,資深專業人員,TRUE,FALSE,,0DC2200,科,0DC0000,0DC2000,0DC2200,外向開放型,,,,,,
1483,1,23,男性,未婚,YES,YES,NO,一級,0,0,0.665525114,0.665525114,1532,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC2200,科,0DC0000,0DC2000,0DC2200,外向開放型,學習力,工作管理,,敏捷力,4,FALSE
1484,1,35,女性,,YES,NO,NO,一級,0,0,2.618949772,2.618949772,92,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC2200,科,0DC0000,0DC2000,0DC2200,樂觀關係型,,對話力,學習力,,4,FALSE
1485,1,25,女性,未婚,YES,NO,NO,其他,0,0,0.982420091,0.982420091,1584,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC2200,科,0DC0000,0DC2000,0DC2200,正向領導型,,,,,4,FALSE
